25772	0
23056	1
149135	2
93899	3
132438	4
149126	5
76703	6
35015	7
31157	8
13186	9
138009	10
52438	11
38021	12
2665	13
24309	14
63138	15
102323	16
52303	17
9307	18
76085	19
63566	20
87487	21
64360	22
79256	23
96381	24
126754	25
132281	26
122571	27
102874	28
85244	29
161522	30
122733	31
68981	32
156834	33
111323	34
119343	35
14485	36
47786	37
102210	38
120953	39
58523	40
71903	41
83207	42
65961	43
20588	44
29300	45
15481	46
68742	47
59721	48
73916	49
9607	50
27722	51
145988	52
98550	53
139753	54
121974	55
109296	56
160254	57
83266	58
146101	59
19960	60
21938	61
23789	62
61138	63
72968	64
91196	65
141852	66
121854	67
31247	68
82525	69
90168	70
136914	71
115172	72
84355	73
25978	74
153351	75
90832	76
46971	77
80465	78
106413	79
34097	80
46038	81
39595	82
28838	83
59926	84
61101	85
63693	86
149990	87
16400	88
56993	89
34270	90
47648	91
37493	92
43641	93
107638	94
15065	95
63698	96
78621	97
85872	98
82041	99
134956	100
91355	101
46054	102
3418	103
17070	104
12394	105
44988	106
2504	107
32618	108
28184	109
38458	110
23967	111
2868	112
74728	113
117214	114
45187	115
126301	116
88052	117
7458	118
120042	119
6195	120
44707	121
26657	122
155682	123
93946	124
141177	125
2085	126
51063	127
120738	128
2507	129
54946	130
14698	131
26152	132
15656	133
148315	134
97024	135
59151	136
129775	137
132322	138
86448	139
147471	140
119197	141
47958	142
65403	143
75066	144
14279	145
149591	146
145596	147
127607	148
132803	149
73189	150
120472	151
161272	152
3642	153
22340	154
122403	155
14637	156
86224	157
28214	158
62530	159
104282	160
160762	161
111780	162
32598	163
36289	164
132311	165
124212	166
47810	167
56073	168
117656	169
31760	170
133995	171
34006	172
135797	173
99138	174
118781	175
54727	176
6853	177
94472	178
117781	179
68798	180
81267	181
127850	182
139907	183
3587	184
53124	185
70295	186
10818	187
104075	188
68342	189
98985	190
21387	191
8230	192
120865	193
118098	194
97106	195
131364	196
77345	197
93690	198
154625	199
17108	200
17378	201
119579	202
56014	203
30949	204
73738	205
121213	206
150742	207
87601	208
134508	209
157224	210
124718	211
68832	212
160848	213
69911	214
97021	215
47565	216
19925	217
103017	218
128436	219
108626	220
134086	221
22893	222
41270	223
37270	224
54303	225
96785	226
118130	227
131281	228
103790	229
113774	230
132468	231
37836	232
33973	233
26082	234
30611	235
105007	236
89612	237
126979	238
65539	239
161769	240
137128	241
50859	242
9592	243
102267	244
11287	245
45999	246
126980	247
39137	248
58666	249
640	250
27414	251
30076	252
130166	253
94871	254
1980	255
155440	256
70473	257
144269	258
141838	259
14442	260
81285	261
51640	262
48728	263
84334	264
116141	265
138947	266
76967	267
131467	268
63288	269
38296	270
627	271
3303	272
153449	273
140903	274
157604	275
47762	276
12839	277
156468	278
3813	279
12904	280
